"species","code","title","timing","scope","severity","score","invasive"
"Haematopus ostralegus","11.1","Habitat shifting & alteration","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Haematopus ostralegus","11.2","Droughts","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Haematopus ostralegus","11.4","Storms & flooding","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Haematopus ostralegus","1.2","Commercial & industrial areas","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Haematopus ostralegus","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Unknown","Unknown",NA
"Haematopus ostralegus","2.1.3","Agro-industry farming","Ongoing","Majority (50-90%)","Unknown","Unknown",NA
"Haematopus ostralegus","2.3","Livestock farming & ranching","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Haematopus ostralegus","2.3.4","Scale Unknown/Unrecorded","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Haematopus ostralegus","3.1","Oil & gas drilling","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Haematopus ostralegus","3.3","Renewable energy","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Haematopus ostralegus","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Haematopus ostralegus","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Haematopus ostralegus","5.4","Fishing & harvesting aquatic resources","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Haematopus ostralegus","5.4.4","Unintentional effects: (large scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Haematopus ostralegus","6.1","Recreational activities","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Haematopus ostralegus","7.2","Dams & water management/use","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Haematopus ostralegus","7.2.4","Abstraction of surface water (unknown use)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Haematopus ostralegus","8.1","Invasive non-native/alien species/diseases (Crassostrea gigas)","Ongoing","Minority (<50%)","Unknown","Unknown","Crassostrea gigas"
"Haematopus ostralegus","8.1","Invasive non-native/alien species/diseases (Neovison vison)","Ongoing","Minority (<50%)","Unknown","Unknown","Neovison vison"
"Haematopus ostralegus","8.1","Invasive non-native/alien species/diseases (Spartina alterniflora)","Ongoing","Minority (<50%)","Unknown","Unknown","Spartina alterniflora"
"Haematopus ostralegus","8.1.2","Named species (Crassostrea gigas)","Ongoing","Minority (<50%)","Unknown","Unknown","Crassostrea gigas"
"Haematopus ostralegus","8.1.2","Named species (Neovison vison)","Ongoing","Minority (<50%)","Unknown","Unknown","Neovison vison"
"Haematopus ostralegus","8.1.2","Named species (Spartina alterniflora)","Ongoing","Minority (<50%)","Unknown","Unknown","Spartina alterniflora"
"Haematopus ostralegus","8.2","Problematic native species/diseases (Unspecified CORVIDAE)","Ongoing","Minority (<50%)","Unknown","Unknown","Unspecified CORVIDAE"
"Haematopus ostralegus","8.2","Problematic native species/diseases (Unspecified LARIDAE)","Ongoing","Unknown","Unknown","Unknown","Unspecified LARIDAE"
"Haematopus ostralegus","8.2","Problematic native species/diseases (Vulpes vulpes)","Ongoing","Minority (<50%)","Unknown","Unknown","Vulpes vulpes"
"Haematopus ostralegus","8.2.2","Named species (Unspecified CORVIDAE)","Ongoing","Minority (<50%)","Unknown","Unknown","Unspecified CORVIDAE"
"Haematopus ostralegus","8.2.2","Named species (Unspecified LARIDAE)","Ongoing","Unknown","Unknown","Unknown","Unspecified LARIDAE"
"Haematopus ostralegus","8.2.2","Named species (Vulpes vulpes)","Ongoing","Minority (<50%)","Unknown","Unknown","Vulpes vulpes"
"Haematopus ostralegus","8.4","Problematic species/disease of unknown origin","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Haematopus ostralegus","8.4.1","Unspecified species","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Haematopus ostralegus","8.5","Viral/prion-induced diseases","Future","Majority (50-90%)","Slow, Significant Declines","Low Impact: 4",NA
"Haematopus ostralegus","8.5.2","Named species","Future","Majority (50-90%)","Slow, Significant Declines","Low Impact: 4",NA
"Haematopus ostralegus","9.1","Domestic & urban waste water","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Haematopus ostralegus","9.1.1","Sewage","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Haematopus ostralegus","9.2","Industrial & military effluents","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Haematopus ostralegus","9.2.1","Oil spills","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Haematopus ostralegus","9.2.3","Type Unknown/Unrecorded","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Haematopus ostralegus","9.3","Agricultural & forestry effluents","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Haematopus ostralegus","9.3.3","Herbicides and pesticides","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Charadrius dubius","5.4","Fishing & harvesting aquatic resources","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Charadrius dubius","5.4.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Charadrius dubius","5.4.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Charadrius dubius","6.1","Recreational activities","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Charadrius dubius","7.2","Dams & water management/use","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Charadrius dubius","7.2.11","Dams (size unknown)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Charadrius dubius","7.2.4","Abstraction of surface water (unknown use)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Charadrius dubius","7.3","Other ecosystem modifications","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Charadrius dubius","8.1","Invasive non-native/alien species/diseases (Clostridium botulinum)","Future","Minority (<50%)","Rapid Declines","Low Impact: 4","Clostridium botulinum"
"Charadrius dubius","8.1.2","Named species (Clostridium botulinum)","Future","Minority (<50%)","Rapid Declines","Low Impact: 4","Clostridium botulinum"
"Charadrius dubius","9.2","Industrial & military effluents","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Charadrius dubius","9.2.1","Oil spills","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Charadrius dubius","9.3","Agricultural & forestry effluents","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Charadrius dubius","9.3.3","Herbicides and pesticides","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Charadrius hiaticula","11.1","Habitat shifting & alteration","Future","Whole (>90%)","Unknown",NA,NA
"Pluvialis apricaria","11.1","Habitat shifting & alteration","Future","Whole (>90%)","Unknown",NA,NA
"Pluvialis apricaria","11.5","Other impacts","Ongoing","Unknown","Unknown",NA,NA
"Vanellus vanellus","2.1","Annual & perennial non-timber crops","Ongoing","Whole (>90%)","Slow, Significant Declines","Medium Impact: 7",NA
"Vanellus vanellus","2.1.3","Agro-industry farming","Ongoing","Whole (>90%)","Slow, Significant Declines","Medium Impact: 7",NA
"Vanellus vanellus","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Vanellus vanellus","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Vanellus vanellus","7.2","Dams & water management/use","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Vanellus vanellus","7.2.4","Abstraction of surface water (unknown use)","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Vanellus vanellus","7.3","Other ecosystem modifications","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Vanellus vanellus","8.1","Invasive non-native/alien species/diseases","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Vanellus vanellus","8.1.1","Unspecified species","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Vanellus vanellus","8.2","Problematic native species/diseases","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Vanellus vanellus","8.4","Problematic species/disease of unknown origin (Clostridium botulinum)","Ongoing","Minority (<50%)","Unknown","Unknown","Clostridium botulinum"
"Vanellus vanellus","8.4.2","Named species (Clostridium botulinum)","Ongoing","Minority (<50%)","Unknown","Unknown","Clostridium botulinum"
"Vanellus vanellus","8.5","Viral/prion-induced diseases","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Vanellus vanellus","8.5.2","Named species","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Vanellus vanellus","9.2","Industrial & military effluents","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Vanellus vanellus","9.2.1","Oil spills","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Calidris alpina","11.1","Habitat shifting & alteration","Future","Whole (>90%)","Unknown","Unknown",NA
"Calidris alpina","2.2","Wood & pulp plantations","Future","Minority (<50%)","Slow, Significant Declines","Low Impact: 3",NA
"Calidris alpina","2.2.3","Scale Unknown/Unrecorded","Future","Minority (<50%)","Slow, Significant Declines","Low Impact: 3",NA
"Calidris alpina","5.2","Gathering terrestrial plants","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Calidris alpina","5.2.2","Unintentional effects (species is not the target)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Calidris alpina","6.1","Recreational activities","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA
"Calidris alpina","6.2","War, civil unrest & military exercises","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Calidris alpina","7.2","Dams & water management/use","Future","Minority (<50%)","Slow, Significant Declines","Low Impact: 3",NA
"Calidris alpina","7.2.7","Abstraction of ground water (agricultural use)","Future","Minority (<50%)","Slow, Significant Declines","Low Impact: 3",NA
"Calidris alpina","7.3","Other ecosystem modifications","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Calidris alpina","8.1","Invasive non-native/alien species/diseases (Unspecified POACEAE)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Unspecified POACEAE"
"Calidris alpina","8.1.2","Named species (Unspecified POACEAE)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Unspecified POACEAE"
"Calidris alpina","8.5","Viral/prion-induced diseases","Past, Unlikely to Return","Majority (50-90%)","Slow, Significant Declines","Past Impact",NA
"Calidris alpina","8.5.2","Named species","Past, Unlikely to Return","Majority (50-90%)","Slow, Significant Declines","Past Impact",NA
"Calidris alpina","9.2","Industrial & military effluents","Past, Likely to Return","Minority (<50%)","Slow, Significant Declines","Past Impact",NA
"Calidris alpina","9.2.1","Oil spills","Past, Likely to Return","Minority (<50%)","Slow, Significant Declines","Past Impact",NA
"Limosa limosa","1.1","Housing & urban areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Limosa limosa","11.1","Habitat shifting & alteration","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Limosa limosa","1.2","Commercial & industrial areas","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5",NA
"Limosa limosa","1.3","Tourism & recreation areas","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5",NA
"Limosa limosa","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Limosa limosa","2.1.3","Agro-industry farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Limosa limosa","2.3","Livestock farming & ranching","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Limosa limosa","2.3","Livestock farming & ranching","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Limosa limosa","2.3.3","Agro-industry grazing, ranching or farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Limosa limosa","2.3.4","Scale Unknown/Unrecorded","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Limosa limosa","2.4","Marine & freshwater aquaculture","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Limosa limosa","2.4.2","Industrial aquaculture","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Limosa limosa","3.3","Renewable energy","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5",NA
"Limosa limosa","4.1","Roads & railroads","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5",NA
"Limosa limosa","4.4","Flight paths","Future","Minority (<50%)","Rapid Declines","Low Impact: 4",NA
"Limosa limosa","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Rapid Declines","Medium Impact: 6",NA
"Limosa limosa","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Rapid Declines","Medium Impact: 6",NA
"Limosa limosa","6.1","Recreational activities","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Limosa limosa","6.3","Work & other activities","Ongoing","Unknown","Causing/Could cause fluctuations","Unknown",NA
"Limosa limosa","7.1","Fire & fire suppression","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Limosa limosa","7.1.1","Increase in fire frequency/intensity","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Limosa limosa","7.2","Dams & water management/use","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Limosa limosa","7.2.4","Abstraction of surface water (unknown use)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Limosa limosa","7.2.8","Abstraction of ground water (unknown use)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Limosa limosa","8.1","Invasive non-native/alien species/diseases","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Limosa limosa","8.1.1","Unspecified species","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Limosa limosa","8.2","Problematic native species/diseases (Mustela erminea)","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5","Mustela erminea"
"Limosa limosa","8.2","Problematic native species/diseases (Mustela nivalis)","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5","Mustela nivalis"
"Limosa limosa","8.2.2","Named species (Mustela erminea)","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5","Mustela erminea"
"Limosa limosa","8.2.2","Named species (Mustela nivalis)","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5","Mustela nivalis"
"Limosa limosa","9.2","Industrial & military effluents","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Limosa limosa","9.2.3","Type Unknown/Unrecorded","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Numenius phaeopus","11.1","Habitat shifting & alteration","Future","Whole (>90%)","Unknown",NA,NA
"Numenius arquata","1.1","Housing & urban areas","Ongoing","Minority (<50%)","Rapid Declines","Medium Impact: 6",NA
"Numenius arquata","11.1","Habitat shifting & alteration","Future","Majority (50-90%)","Unknown","Unknown",NA
"Numenius arquata","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Numenius arquata","2.1.3","Agro-industry farming","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Numenius arquata","2.3","Livestock farming & ranching","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Numenius arquata","2.3","Livestock farming & ranching","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Numenius arquata","2.3.2","Small-holder grazing, ranching or farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Numenius arquata","2.3.3","Agro-industry grazing, ranching or farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Numenius arquata","2.4","Marine & freshwater aquaculture","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Numenius arquata","2.4.2","Industrial aquaculture","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Numenius arquata","3.3","Renewable energy","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Numenius arquata","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Numenius arquata","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Numenius arquata","6.3","Work & other activities","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Numenius arquata","7.2","Dams & water management/use","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Numenius arquata","7.2","Dams & water management/use","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Numenius arquata","7.2.1","Abstraction of surface water (domestic use)","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Numenius arquata","7.2.10","Large dams","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Numenius arquata","8.2","Problematic native species/diseases","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Numenius arquata","8.2.1","Unspecified species","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Numenius arquata","8.5","Viral/prion-induced diseases","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Numenius arquata","8.5.2","Named species","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Numenius arquata","9.2","Industrial & military effluents","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Numenius arquata","9.2.3","Type Unknown/Unrecorded","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Tringa nebularia","6.3","Work & other activities","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA
"Tringa nebularia","7.3","Other ecosystem modifications","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA
"Tringa nebularia","9.1","Domestic & urban waste water","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA
"Tringa nebularia","9.1.3","Type Unknown/Unrecorded","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA
"Actitis hypoleucos","6.1","Recreational activities","Ongoing","Minority (<50%)","Negligible declines",NA,NA
"Stercorarius parasiticus","11.1","Habitat shifting & alteration","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Stercorarius parasiticus","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Stercorarius parasiticus","5.1.3","Persecution/control","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Larus fuscus","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Larus fuscus","5.1.3","Persecution/control","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Larus fuscus","9.3","Agricultural & forestry effluents","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Larus fuscus","9.3.3","Herbicides and pesticides","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Larus argentatus","11.1","Habitat shifting & alteration","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Larus argentatus","3.3","Renewable energy","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Larus argentatus","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Larus argentatus","5.1.3","Persecution/control","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Larus argentatus","5.4","Fishing & harvesting aquatic resources","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5",NA
"Larus argentatus","5.4.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5",NA
"Larus argentatus","8.2","Problematic native species/diseases (Clostridium botulinum)","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5","Clostridium botulinum"
"Larus argentatus","8.2.2","Named species (Clostridium botulinum)","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5","Clostridium botulinum"
"Larus argentatus","8.5","Viral/prion-induced diseases","Ongoing","Unknown","Unknown","Unknown",NA
"Larus argentatus","8.5.2","Named species","Ongoing","Unknown","Unknown","Unknown",NA
"Larus argentatus","9.2","Industrial & military effluents","Ongoing","Unknown","Unknown","Unknown",NA
"Larus argentatus","9.2.1","Oil spills","Ongoing","Unknown","Unknown","Unknown",NA
"Larus argentatus","9.4","Garbage & solid waste","Ongoing","Majority (50-90%)","Unknown","Unknown",NA
"Larus marinus","5.4","Fishing & harvesting aquatic resources","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Larus marinus","5.4.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Rissa tridactyla","11.1","Habitat shifting & alteration","Future","Majority (50-90%)","Rapid Declines","Low Impact: 5",NA
"Rissa tridactyla","5.4","Fishing & harvesting aquatic resources","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA
"Rissa tridactyla","5.4.4","Unintentional effects: (large scale) [harvest]","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA
"Rissa tridactyla","8.5","Viral/prion-induced diseases","Future","Minority (<50%)","Unknown","Unknown",NA
"Rissa tridactyla","8.5.2","Named species","Future","Minority (<50%)","Unknown","Unknown",NA
"Rissa tridactyla","9.2","Industrial & military effluents","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Rissa tridactyla","9.2.1","Oil spills","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Thalasseus sandvicensis","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Thalasseus sandvicensis","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Thalasseus sandvicensis","6.1","Recreational activities","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Sterna dougallii","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Sterna dougallii","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Sterna dougallii","5.4","Fishing & harvesting aquatic resources","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Sterna dougallii","5.4.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Sterna hirundo","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Sterna hirundo","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Sterna hirundo","6.1","Recreational activities","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Sterna paradisaea","11.1","Habitat shifting & alteration","Future","Majority (50-90%)","Unknown","Unknown",NA
"Sterna paradisaea","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Sterna paradisaea","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Sterna paradisaea","5.4","Fishing & harvesting aquatic resources","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Sterna paradisaea","5.4.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Sterna paradisaea","8.1","Invasive non-native/alien species/diseases (Neovison vison)","Ongoing","Minority (<50%)","Rapid Declines","Medium Impact: 6","Neovison vison"
"Sterna paradisaea","8.1.2","Named species (Neovison vison)","Ongoing","Minority (<50%)","Rapid Declines","Medium Impact: 6","Neovison vison"
"Sternula albifrons","1.1","Housing & urban areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Sternula albifrons","11.1","Habitat shifting & alteration","Ongoing","Unknown","Unknown","Unknown",NA
"Sternula albifrons","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Sternula albifrons","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Sternula albifrons","6.1","Recreational activities","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Sternula albifrons","8.2","Problematic native species/diseases (Larus novaehollandiae)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Larus novaehollandiae"
"Sternula albifrons","8.2","Problematic native species/diseases (Vulpes vulpes)","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6","Vulpes vulpes"
"Sternula albifrons","8.2.2","Named species (Larus novaehollandiae)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Larus novaehollandiae"
"Sternula albifrons","8.2.2","Named species (Vulpes vulpes)","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6","Vulpes vulpes"
"Uria aalge","11.3","Temperature extremes","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Uria aalge","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Uria aalge","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Uria aalge","5.4","Fishing & harvesting aquatic resources","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Uria aalge","5.4.4","Unintentional effects: (large scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Uria aalge","9.2","Industrial & military effluents","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA
"Uria aalge","9.2.1","Oil spills","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA
"Alca torda","11.3","Temperature extremes","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Alca torda","11.4","Storms & flooding","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Alca torda","3.2","Mining & quarrying","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Alca torda","3.3","Renewable energy","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5",NA
"Alca torda","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Alca torda","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Alca torda","5.4","Fishing & harvesting aquatic resources","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Alca torda","5.4.4","Unintentional effects: (large scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
